item_id,order_id,product_id,quantity,unit_price,discount_percent
I00611,O0066,P0205,2,1082.1,57.62
I00612,O0233,P0063,2,1786.77,1.52
I00613,O0264,P0233,1,1842.57,99.2
I00614,O0296,P0302,3,2148.19,15.33
I00615,O0054,P0185,4,2159.88,47.33
I00616,O0211,P0126,1,2963.68,20.79
I00617,O0157,P0125,3,3572.39,0.12
I00618,O0333,P0135,4,2998.73,45.18
I00619,O0261,P0201,3,4077.14,29.78
I00620,O0125,P0125,4,631.33,52.65
I00621,O0209,P0272,4,180.94,62.48
I00622,O0250,P0497,1,4783.09,16.21
I00623,O0492,P0198,4,3665.37,77.61
I00624,O0180,P0361,5,4282.14,85.59
I00625,O0034,P0172,1,3081.07,67.73
I00626,O0462,P0232,2,3754.56,99.85
I00627,O0372,P0476,1,3625.07,51.25
I00628,O0339,P0075,5,4668.52,34.13
I00629,O0233,P0433,4,4806.66,0.73
I00630,O0303,P0150,4,1575.6,31.56
I00631,O0096,P0212,2,738.44,11.9
I00632,O0107,P0164,1,700.28,35.29
I00633,O0008,P0098,1,2712.6,9.44
I00634,O0002,P0463,2,1652.85,5.98
I00635,O0169,P0375,2,2531.62,23.24
I00636,O0007,P0149,3,4441.09,61.1
I00637,O0052,P0332,5,3940.6,38.06
I00638,O0443,P0287,4,3959.88,29.64
I00639,O0408,P0240,4,691.84,41.51
I00640,O0264,P0177,4,1855.15,50.63
I00641,O0426,P0226,-3,1805.21,20.51
I00642,O0304,P0492,3,4011.96,14.42
I00643,O0028,P0075,5,1310.91,64.39
I00644,O0345,P0243,4,601.12,72.13
I00645,O0108,P0312,1,1269.55,58.65
I00646,O0409,P0071,-3,3022.74,87.98
I00647,O0207,P0217,1,3540.95,89.22
I00648,O0471,P0085,4,3368.93,81.62
I00649,O0030,P0268,3,593.22,89.72
I00650,O0487,P0271,1,2927.01,17.04
I00651,O0088,P0418,1,4076.6,32.02
I00652,O0449,P0174,2,1331.95,92.77
I00653,O0278,P0289,3,2157.69,18.93
I00654,O0308,P0077,2,2365.02,39.25
I00655,O0075,P0233,3,3752.96,10.25
I00656,O0176,P0094,1,2403.26,21.28
I00657,O0104,P0462,3,1201.41,21.53
I00658,O0484,P0349,4,105.57,91.8
I00659,O0221,P0232,3,2784.11,37.98
I00660,O0444,P0415,4,4050.94,8.32
I00661,O0026,P0425,4,3249.44,68.3
I00662,O0116,P0213,4,1017.88,54.02
I00663,O0009,P0343,5,680.89,52.65
I00664,O0331,P0304,5,2159.83,30.87
I00665,O0281,P0462,1,1747.39,89.91
I00666,O0034,P0499,-1,3443.06,21.06
I00667,O0118,P0098,1,4513.73,23.75
I00668,O0078,P0346,3,4510.59,82.64
I00669,O0361,P0174,1,4545.92,50.08
I00670,O0084,P0131,3,3895.07,38.72
I00671,O0132,P0432,5,3957.82,12.7
I00672,O0157,P0223,4,3803.3,93.11
I00673,O0215,P0480,5,1260.64,25.17
I00674,O0341,P0214,2,4771.12,58.25
I00675,O0173,P0142,4,2851.63,5.81
I00676,O0170,P0148,4,1867.21,17.66
I00677,O0046,P0224,5,4603.64,1.82
I00678,O0457,P0290,1,218.11,46.31
I00679,O0136,P0316,3,1046.3,3.87
I00680,O0371,P0384,4,1245.1,30.63
I00681,O0238,P0304,3,3369.32,30.63
I00682,O0277,P0081,3,1958.18,79.11
I00683,O0200,P0225,1,3183.4,54.62
I00684,O0468,P0462,4,2443.17,84.1
I00685,O0428,P0036,5,3453.81,67.14
I00686,O0216,P0294,5,2975.67,88.85
I00687,O0139,P0346,2,2590.53,55.76
I00688,O0322,P0463,5,4038.72,8.6
I00689,O0333,P0259,2,246.52,24.31
I00690,O0149,P0178,2,3696.16,62.29
I00691,O0246,P0416,5,3705.14,11.76
I00692,O0127,P0403,1,1778.0,12.03
I00693,O0430,P0265,3,4178.71,80.85
I00694,O0199,P0056,1,1455.87,84.53
I00695,O0298,P0109,5,1817.85,54.37
I00696,O0396,P0485,-5,3381.38,33.06
I00697,O0208,P0315,3,4873.29,26.71
I00698,O0059,P0001,2,1628.81,32.94
I00699,O0477,P0327,2,3411.92,47.15
I00700,O0043,P0126,1,3224.87,79.18
I00701,O0019,P0413,2,3374.16,83.79
I00702,O0042,P0384,4,2235.42,47.78
I00703,O0124,P0102,4,4858.98,86.99
I00704,O0002,P0113,2,2988.83,37.95
I00705,O0476,P0407,5,3302.04,46.44
I00706,O0017,P0411,3,3890.69,86.83
I00707,O0322,P0224,5,3679.94,45.55
I00708,O0288,P0295,4,3684.98,36.67
I00709,O0143,P0184,3,2717.84,93.72
I00710,O0280,P0018,1,4885.51,30.59
I00711,O0323,P0446,4,692.22,73.85
I00712,O0473,P0283,2,4026.9,92.5
I00713,O0283,P0332,5,3698.29,3.92
I00714,O0005,P0360,4,1124.11,6.89
I00715,O0368,P0455,5,2329.27,2.35
I00716,O0116,P0292,-3,3926.74,45.15
I00717,O0213,P0026,3,2349.25,18.2
I00718,O0247,P0125,5,217.56,0.81
I00719,O0394,P0259,3,1171.74,87.14
I00720,O0059,P0057,2,3853.33,65.65
I00721,O0124,P0226,1,4030.89,51.33
I00722,O0055,P0347,4,2067.18,97.4
I00723,O0049,P0170,1,1428.49,85.49
I00724,O0463,P0337,4,906.6,81.86
I00725,O0368,P0226,5,2194.22,26.78
I00726,O0297,P0138,3,4851.59,55.49
I00727,O0024,P0354,4,3777.55,79.54
I00728,O0284,P0160,2,2637.83,78.58
I00729,O0303,P0004,3,595.94,15.26
I00730,O0008,P0143,2,4158.4,70.07
I00731,O0338,P0131,-1,3058.13,43.79
I00732,O0338,P0294,4,3249.36,97.87
I00733,O0432,P0263,4,3927.03,79.32
I00734,O0331,P0323,2,3254.52,18.11
I00735,O0249,P0265,5,3712.49,58.3
I00736,O0482,P0474,5,634.44,61.71
I00737,O0067,P0260,3,4988.38,62.18
I00738,O0373,P0020,5,2773.03,87.82
I00739,O0254,P0319,1,1018.92,25.21
I00740,O0372,P0383,3,4054.68,63.88
I00741,O0182,P0042,3,1882.14,88.85
I00742,O0260,P0011,5,2858.82,72.25
I00743,O0290,P0232,2,1776.8,86.27
I00744,O0354,P0453,-2,281.14,83.76
I00745,O0423,P0424,2,2567.54,25.72
I00746,O0350,P0139,2,4186.69,91.32
I00747,O0286,P0086,4,3919.56,84.99
I00748,O0481,P0407,5,1894.21,86.06
I00749,O0492,P0146,1,3248.57,62.22
I00750,O0015,P0233,3,4510.01,40.68
I00751,O0324,P0239,5,4867.66,26.18
I00752,O0186,P0356,3,557.43,99.82
I00753,O0133,P0461,3,3148.88,45.3
I00754,O0329,P0187,5,3201.1,45.57
I00755,O0160,P0223,4,919.2,90.16
I00756,O0425,P0005,-2,2689.58,67.66
I00757,O0060,P0403,4,1064.86,86.95
I00758,O0271,P0396,1,2480.02,10.93
I00759,O0062,P0169,5,2291.24,55.77
I00760,O0396,P0294,2,519.28,34.31
I00761,O0403,P0214,1,4798.27,18.48
I00762,O0380,P0497,5,1357.95,97.03
I00763,O0297,P0217,4,676.34,65.65
I00764,O0301,P0163,3,2960.5,77.78
I00765,O0380,P0295,2,3778.18,30.65
I00766,O0059,P0496,1,2012.77,32.35
I00767,O0175,P0191,3,4211.39,48.06
I00768,O0102,P0500,4,2537.54,83.7
I00769,O0462,P0331,3,2910.76,22.38
I00770,O0427,P0435,1,1128.55,52.64
I00771,O0134,P0281,2,1993.07,40.79
I00772,O0276,P0296,4,357.52,92.76
I00773,O0417,P0016,5,3481.85,38.05
I00774,O0120,P0134,5,3298.59,79.56
I00775,O0180,P0284,3,148.96,36.97
I00776,O0344,P0037,5,177.15,3.16
I00777,O0231,P0100,5,3191.31,76.57
I00778,O0378,P0487,4,1546.98,26.6
I00779,O0376,P0435,4,805.9,22.97
I00780,O0267,P0346,4,4157.57,32.62
I00781,O0309,P0285,4,1392.0,14.8
I00782,O0095,P0128,3,555.02,71.73
I00783,O0293,P0476,5,3392.39,51.21
I00784,O0006,P0008,4,3636.5,60.99
I00785,O0223,P0500,1,4028.14,63.06
I00786,O0311,P0219,2,4859.29,24.94
I00787,O0272,P0058,1,3313.06,49.49
I00788,O0216,P0053,5,1488.44,29.54
I00789,O0439,P0122,4,1341.18,24.17
I00790,O0373,P0204,4,4886.29,24.14
I00791,O0113,P0103,1,2057.15,61.22
I00792,O0055,P0224,4,1870.52,32.02
I00793,O0362,P0214,2,4815.44,83.26
I00794,O0295,P0348,1,2256.95,69.23
I00795,O0430,P0361,5,3770.21,51.46
I00796,O0477,P0380,3,2425.8,43.25
I00797,O0285,P0453,4,3524.43,40.69
I00798,O0122,P0095,3,4074.57,67.53
I00799,O0085,P0388,2,858.23,35.14
I00800,O0407,P0074,4,1238.28,35.33
I00801,O0458,P0270,4,1240.4,51.69
I00802,O0389,P0484,2,2896.17,68.95
I00803,O0270,P0167,3,200.23,78.37
I00804,O0275,P0042,2,3373.29,93.96
I00805,O0373,P0308,2,2679.79,64.15
I00806,O0201,P0282,4,2451.29,75.04
I00807,O0131,P0255,2,4251.9,44.92
I00808,O0256,P0488,5,1176.69,88.1
I00809,O0215,P0389,1,100.22,17.58
I00810,O0491,P0484,4,3359.22,92.19
I00811,O0100,P0306,5,346.43,77.58
I00812,O0010,P0389,2,3376.93,47.88
I00813,O0053,P0253,4,4200.84,87.42
I00814,O0343,P0153,4,1738.24,60.24
I00815,O0114,P0132,4,327.95,87.02
I00816,O0111,P0292,4,222.85,48.8
I00817,O0105,P0077,2,3455.18,68.79
I00818,O0343,P0113,2,2061.07,26.65
I00819,O0471,P0463,2,843.98,28.79
I00820,O0473,P0224,-3,2189.14,67.51
I00821,O0018,P0277,3,2618.93,30.89
I00822,O0047,P0227,4,593.77,75.77
I00823,O0486,P0323,2,373.45,37.92
I00824,O0296,P0363,4,4806.27,91.13
I00825,O0335,P0303,4,2270.86,4.87
I00826,O0018,P0051,1,820.39,25.85
I00827,O0315,P0164,1,1264.8,13.9
I00828,O0012,P0172,4,1978.1,75.25
I00829,O0146,P0129,3,3749.8,21.59
I00830,O0370,P0063,5,2169.01,67.22
I00831,O0375,P0313,5,3612.57,27.95
I00832,O0041,P0333,3,4167.32,95.43
I00833,O0042,P0383,1,2395.51,78.57
I00834,O0107,P0171,-1,345.63,87.97
I00835,O0401,P0013,3,3551.24,29.7
I00836,O0402,P0189,3,3119.68,59.46
I00837,O0017,P0244,1,3548.06,6.81
I00838,O0150,P0204,4,2005.57,75.06
I00839,O0489,P0405,1,2807.16,81.97
I00840,O0109,P0073,5,3087.34,69.91
I00841,O0331,P0276,5,2074.52,40.44
I00842,O0415,P0427,4,483.88,50.98
I00843,O0392,P0287,3,3422.57,95.23
I00844,O0468,P0210,4,3405.03,17.78
I00845,O0410,P0434,5,1406.9,36.04
I00846,O0033,P0087,3,2813.1,67.08
I00847,O0186,P0209,2,216.42,0.07
I00848,O0289,P0060,1,3563.82,18.97
I00849,O0093,P0061,1,2014.32,72.7
I00850,O0190,P0026,2,2081.34,31.89
I00851,O0088,P0481,5,2001.97,50.87
I00852,O0148,P0106,3,2524.81,74.41
I00853,O0337,P0226,2,2823.38,35.17
I00854,O0300,P0205,5,2152.89,99.76
I00855,O0271,P0272,5,747.27,8.41
I00856,O0117,P0107,-1,3021.35,72.42
I00857,O0276,P0080,2,432.63,73.03
I00858,O0487,P0132,2,2592.16,16.58
I00859,O0259,P0310,5,274.63,2.84
I00860,O0216,P0374,3,2338.88,8.71
I00861,O0223,P0025,1,3591.54,66.63
I00862,O0329,P0131,5,470.3,89.89
I00863,O0014,P0399,3,4962.91,20.56
I00864,O0114,P0278,1,3044.08,25.58
I00865,O0190,P0325,1,4423.33,6.5
I00866,O0352,P0328,1,4921.09,36.68
I00867,O0461,P0362,2,2527.29,99.21
I00868,O0423,P0134,2,1427.06,62.5
I00869,O0338,P0269,2,1433.87,95.45
I00870,O0273,P0483,2,1940.44,65.43
I00871,O0306,P0462,3,4143.15,48.26
I00872,O0273,P0045,5,1091.36,82.15
I00873,O0377,P0139,5,3959.3,2.49
I00874,O0286,P0089,1,2885.41,35.92
I00875,O0474,P0253,2,4669.93,54.98
I00876,O0028,P0158,1,4770.46,24.85
I00877,O0225,P0023,2,3393.11,88.65
I00878,O0297,P0398,5,488.99,27.57
I00879,O0364,P0135,2,3386.71,70.93
I00880,O0001,P0440,4,4712.39,21.36
I00881,O0355,P0103,3,4190.57,29.69
I00882,O0150,P0359,5,4765.25,69.73
I00883,O0201,P0027,3,2567.85,48.4
I00884,O0269,P0038,4,4237.12,63.22
I00885,O0473,P0415,1,3428.67,70.72
I00886,O0487,P0423,3,3769.19,50.76
I00887,O0264,P0117,5,3993.14,28.47
I00888,O0452,P0056,2,1426.88,84.54
I00889,O0047,P0199,4,3886.5,11.03
I00890,O0448,P0037,5,909.44,38.87
I00891,O0488,P0478,3,531.33,12.01
I00892,O0418,P0492,2,2912.35,37.24
I00893,O0104,P0256,2,2486.3,77.12
I00894,O0382,P0337,4,2386.81,10.07
I00895,O0219,P0204,5,3129.89,55.49
I00896,O0456,P0277,4,2252.69,52.4
I00897,O0144,P0142,3,4000.25,68.14
I00898,O0066,P0197,4,3242.53,28.46
I00899,O0200,P0489,1,204.68,66.31
I00900,O0097,P0228,1,3264.43,96.9
I00901,O0259,P0025,3,3217.03,71.57
I00902,O0398,P0319,2,3207.0,30.75
I00903,O0178,P0499,1,1818.67,75.34
I00904,O0037,P0357,5,2903.61,65.24
I00905,O0400,P0324,5,3133.97,17.03
I00906,O0367,P0123,4,431.48,53.47
I00907,O0375,P0446,1,1873.18,26.26
I00908,O0407,P0384,5,3007.39,3.25
I00909,O0308,P0171,5,4111.12,68.08
I00910,O0208,P0165,1,2316.25,67.63
I00911,O0232,P0441,-3,2765.74,73.0
I00912,O0486,P0215,3,4226.28,70.76
I00913,O0183,P0041,3,920.27,89.95
I00914,O0334,P0459,5,4644.25,86.62
I00915,O0029,P0035,3,1811.03,98.51
I00916,O0043,P0005,4,1140.45,32.11
I00917,O0206,P0388,1,4588.73,25.21
I00918,O0380,P0361,3,4815.68,97.83
I00919,O0400,P0182,3,3148.71,18.93
I00920,O0222,P0247,2,4430.97,82.8
I00921,O0486,P0386,4,4625.12,89.38
I00922,O0308,P0243,3,3088.09,12.21
I00923,O0081,P0295,4,4159.32,3.61
I00924,O0288,P0109,3,3760.18,9.16
I00925,O0411,P0433,1,683.17,60.85
I00926,O0407,P0496,4,2578.41,55.66
I00927,O0224,P0170,3,975.43,68.1
I00928,O0145,P0298,3,273.44,25.5
I00929,O0264,P0361,2,4184.81,1.72
I00930,O0366,P0104,1,4447.05,93.13
I00931,O0147,P0087,4,3033.66,90.08
I00932,O0303,P0025,2,517.45,56.87
I00933,O0413,P0060,3,1469.8,44.07
I00934,O0239,P0359,3,756.97,49.51
I00935,O0307,P0285,1,4932.21,32.52
I00936,O0334,P0180,4,4084.45,84.36
I00937,O0273,P0055,5,2114.56,35.79
I00938,O0411,P0347,2,604.9,41.56
I00939,O0135,P0164,3,1764.41,3.79
I00940,O0384,P0071,4,2868.4,59.37
I00941,O0383,P0339,3,3430.95,80.03
I00942,O0181,P0019,5,2947.22,44.41
I00943,O0359,P0390,3,2534.48,44.68
I00944,O0025,P0058,5,4073.7,26.25
I00945,O0205,P0101,4,4462.94,47.63
I00946,O0100,P0274,4,1159.62,14.77
I00947,O0397,P0250,4,1666.87,81.64
I00948,O0364,P0220,3,1099.78,74.6
I00949,O0320,P0035,-4,4847.93,39.04
I00950,O0335,P0151,4,3813.53,61.0
I00951,O0309,P0364,2,4856.87,40.12
I00952,O0386,P0399,4,2491.49,16.43
I00953,O0233,P0164,5,4956.11,98.28
I00954,O0229,P0019,3,4582.83,91.91
I00955,O0365,P0020,5,4162.95,96.48
I00956,O0171,P0055,5,2762.36,82.67
I00957,O0110,P0205,3,454.89,49.88
I00958,O0033,P0019,4,3466.29,62.05
I00959,O0035,P0310,5,1302.67,1.67
I00960,O0420,P0417,5,2594.97,12.81
I00961,O0128,P0480,2,2159.11,5.94
I00962,O0036,P0280,-2,1204.82,20.92
I00963,O0329,P0064,4,1660.58,89.32
I00964,O0291,P0274,1,3117.54,8.37
I00965,O0249,P0341,2,3351.78,11.14
I00966,O0214,P0288,5,589.48,87.98
I00967,O0210,P0457,1,3387.99,70.7
I00968,O0431,P0275,1,1979.51,24.57
I00969,O0267,P0244,3,2373.62,23.98
I00970,O0188,P0497,4,2210.83,88.75
I00971,O0450,P0210,2,695.56,6.92
I00972,O0200,P0489,2,1123.34,34.54
I00973,O0416,P0443,2,3892.86,76.73
I00974,O0407,P0071,3,1514.9,13.11
I00975,O0195,P0452,2,2300.09,94.49
I00976,O0403,P0313,5,4335.76,27.04
I00977,O0062,P0070,4,597.58,72.52
I00978,O0062,P0209,4,3193.21,59.3
I00979,O0020,P0360,5,1108.6,2.29
I00980,O0341,P0077,5,3952.9,34.6
I00981,O0348,P0094,3,4654.53,88.2
I00982,O0181,P0124,-4,3725.63,78.03
I00983,O0229,P0364,4,4820.8,22.45
I00984,O0449,P0406,1,1665.54,36.0
I00985,O0146,P0495,4,887.14,79.87
I00986,O0327,P0348,2,4747.46,20.76
I00987,O0103,P0371,5,1395.36,12.37
I00988,O0256,P0003,5,2489.58,36.74
I00989,O0003,P0430,5,2557.96,78.7
I00990,O0150,P0052,1,2524.62,12.86
I00991,O0165,P0042,-5,1752.44,78.87
I00992,O0476,P0162,3,1756.23,16.79
I00993,O0446,P0423,2,4510.72,96.02
I00994,O0254,P0384,2,4763.12,75.07
I00995,O0247,P0318,1,1046.49,95.05
I00996,O0337,P0004,2,3561.71,67.09
I00997,O0376,P0213,2,1124.98,11.92
I00998,O0025,P0358,2,1459.0,57.03
I00999,O0355,P0375,3,4661.74,96.92
I01000,O0357,P0444,4,4856.88,80.35
