order_id,customer_id,order_date,status,region_code
O0483,,2024-10-14 12:08:32,SHIPPED,West
O0484,C0441,2024-07-18 12:08:32,CANCELLED,North
O0485,C0093,2025-11-06 12:08:32,SHIPPED,North
O0486,,2024-12-22 12:08:32,RETURNED,North
O0487,C0271,2026-06-05 12:08:32,CANCELLED,North
O0488,C0084,2024-10-07 12:08:32,PLACED,North
O0489,C0161,2025-12-12 12:08:32,SHIPPED,West
O0490,C0034,2025-05-27 12:08:32,CANCELLED,East
O0491,C0067,2024-10-10 12:08:32,PLACED,East
O0492,C0045,2026-04-10 12:08:32,SHIPPED,South
O0493,C0111,2024-08-17 12:08:32,CANCELLED,East
O0494,C0470,2025-03-08 12:08:32,RETURNED,West
O0495,C0458,2025-07-05 12:08:32,PLACED,South
O0496,C0488,2024-12-07 12:08:32,RETURNED,North
O0497,C0112,09-04-2026,DELIVERED,East
O0498,C0284,2026-01-06 12:08:32,SHIPPED,North
O0499,C0249,2024-12-16 12:08:32,CANCELLED,East
O0500,C0047,2025-04-19 12:08:32,DELIVERED,North
